Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Initiating Action,bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
Forever...,"Blume, Judy",,,,,Florida,Charlotte County Public Schools,August 2023,Banned,Formal Challenge,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Florida,Lee County Schools,June 2024,Banned by restriction,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Florida,Polk County Public Schools,December 2023,Banned pending investigation,Formal Challenge,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Florida,School District of Manatee County,February 2024,Banned,Formal Challenge,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Albia Community School District,June 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Ankeny Community School District,June 2024,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Boone Community School District,June 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Cedar Falls Community School District,June 2024,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Council Bluffs Community School District,June 2024,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Decorah Community School District,June 2024,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Indianola Community School District,October 2023,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Linn-Mar Community School District,June 2024,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Norwalk Community School District,October 2023,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Roland-Story Community School District,June 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Saydel Community School District,October 2023,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Spirit Lake Community School District,June 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Urbandale Community School District,October 2023,Banned pending investigation,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,Van Buren County Community School District,June 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Maryland,Caroll County School District,August 2023,Banned pending investigation,Formal Challenge,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,South Carolina,Spartanburg County School District One,February 2024,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Texas,Conroe Independent School District,September 2023,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Texas,Fort Worth Independent School District,August 2023,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Texas,Plano Independent School District,October 2023,Banned,Informal Challenge,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Utah,Davis School District,September 2023,Banned,Formal Challenge,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
Forever...,"Blume, Judy",,,,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration,37736,Forever...,Judy Blume,3.62,0689849737,9780689849732,eng,199,239,51,12/1/2002,Atheneum/Richard Jackson Books
The Martian Chronicles,"Bradbury, Ray",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,37444,The Martian Chronicles,Ray Bradbury/Ian  Miller,4.14,0553011804,9780553011807,eng,259,46,2,12/1/2006,Bantam Books
The Diviners,"Bray, Libba",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,15375,The Diviners,Rick Moody,3.03,0316013277,9780316013277,eng,592,508,65,1/2/2007,Back Bay Books
The Diviners,"Bray, Libba",,,,,Iowa,Sioux Center Community School District,June 2024,Banned,Administration,15375,The Diviners,Rick Moody,3.03,0316013277,9780316013277,eng,592,508,65,1/2/2007,Back Bay Books
Boys of Summer,"Brody, Jessica",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,0373792689,9780373792689,eng,249,478,12,6/27/2006,Harlequin Blaze
Wuthering Heights,"Bronte, Emily",,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration,12703,Wuthering Heights,Emily Brontë/Alice Hoffman,3.85,0451529251,9780451529251,eng,322,1898,201,3/2/2004,Signet Classics
Candy,"Brooks, Kevin",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,29490,Candy,Mian Mian/Andrea Lingenfelter,3.32,0316563560,9780316563567,en-US,279,1169,95,7/15/2003,Back Bay Books
Candy,"Brooks, Kevin",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,29490,Candy,Mian Mian/Andrea Lingenfelter,3.32,0316563560,9780316563567,en-US,279,1169,95,7/15/2003,Back Bay Books
World War Z: An Oral History of the Zombie War,"Brooks, Max",,,,,Florida,Clay County School District,October 2023,Banned by restriction,Formal Challenge,8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,0307346609,9780307346605,eng,342,370331,20582,9/12/2006,Crown
World War Z: An Oral History of the Zombie War,"Brooks, Max",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,0307346609,9780307346605,eng,342,370331,20582,9/12/2006,Crown
World War Z: An Oral History of the Zombie War,"Brooks, Max",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,0307346609,9780307346605,eng,342,370331,20582,9/12/2006,Crown
A Secret Splendor,"Brown, Sandra",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,30410,A Secret Splendor,Erin St. Claire/Sandra Brown,3.66,1551660954,9781551660950,eng,297,18,2,1/1/1996,Mira (Mills and Boon)
Above and Beyond,"Brown, Sandra",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,30390,Above and Beyond,Erin St. Claire/Sandra Brown,3.73,077832026X,9780778320265,eng,240,2149,87,2/23/2004,Mira Books
Seduction by Design,"Brown, Sandra",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,30379,Seduction by Design,Erin St. Claire/Sandra Brown,3.56,0446603104,9780446603102,eng,224,2882,116,3/1/2002,Grand Central Publishing (Formerly Warner Books)
Clockwork Orange,"Burgess, Anthony",,,,,Florida,Alachua County Public Schools,April 2024,Banned pending investigation,Formal Challenge,8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,9783453164130,ger,235,65,7,3/1/2000,Heyne
Clockwork Orange,"Burgess, Anthony",,,,,Florida,Clay County School District,February 2024,Banned,Formal Challenge,8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,9783453164130,ger,235,65,7,3/1/2000,Heyne
Clockwork Orange,"Burgess, Anthony",,,,,Florida,Escambia County Public Schools,April 2024,Banned pending investigation,Administration,8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,9783453164130,ger,235,65,7,3/1/2000,Heyne
Clockwork Orange,"Burgess, Anthony",,,,,Florida,Polk County Public Schools,June 2024,Banned pending investigation,Formal Challenge,8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,9783453164130,ger,235,65,7,3/1/2000,Heyne
Dry,"Burroughs, Augusten",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,32370,Dry,Augusten Burroughs,4.03,0312423799,9780312423797,eng,293,77100,3112,4/1/2004,Picador USA
How to Be Popular,"Cabot, Meg",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,23221,How to Be Popular,Meg Cabot,3.55,0060880120,9780060880125,eng,288,19363,876,8/31/2006,HarperTempest
The Rule of Four,"Caldwell, Ian",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,18431,The Rule of Four,Ian Caldwell/Dustin Thomason,3.23,0440241359,9780440241355,eng,450,25111,1691,6/28/2005,Dell Publishing Company
Pastwatch: The Redemption of Christopher Columbus,"Card, Orson Scott",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,40293,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,0812508645,9780812508642,en-US,402,12940,894,3/1/2016,Tor Books
The House on Mango Street,"Cisneros, Sandra",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,32961,The House on Mango Street,Sandra Cisneros,3.63,0739322796,9780739322796,en-US,2,108,21,8/30/2005,Random House Audio
The House on Mango Street,"Cisneros, Sandra",,,,,Florida,Okaloosa County School District,August 2023,Banned pending investigation,Administration,32961,The House on Mango Street,Sandra Cisneros,3.63,0739322796,9780739322796,en-US,2,108,21,8/30/2005,Random House Audio
The House on Mango Street,"Cisneros, Sandra",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration",32961,The House on Mango Street,Sandra Cisneros,3.63,0739322796,9780739322796,en-US,2,108,21,8/30/2005,Random House Audio
Tell No One,"Coben, Harlan",,,,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration,43933,Tell No One,Harlan Coben,4.11,0440236703,9780440236702,eng,370,95220,4017,8/25/2009,Dell Publishing Company
Disgrace,"Coetzee, J.M.",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,6192,Disgrace,J.M. Coetzee,3.84,0143036378,9780143036371,eng,220,61545,3916,8/30/2005,Penguin Books
Beach Music,"Conroy, Pat",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,16729,Beach Music,Pat Conroy,4.15,0553381539,9780553381535,eng,592,38496,2450,3/26/2002,Dial Press
The Prince of Tides,"Conroy, Pat",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,16735,The Prince of Tides,Pat Conroy,4.24,0553381547,9780553381542,eng,679,178717,3473,3/26/2002,Dial Press Trade Paperback
Next,"Crichton, Michael",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,7661,Next,Michael Crichton,3.50,0060872985,9780060872984,eng,431,59354,2540,11/28/2006,Harper
Prey,"Crichton, Michael",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,16919,Prey,Graham Masterton,3.83,0843946334,9780843946338,eng,352,812,51,11/1/1999,Leisure Books
The Midwife's Apprentice,"Cushman, Karen",,,,,Florida,Clay County School District,July 2023,Banned by restriction,Formal Challenge,15595,The Midwife's Apprentice,Karen Cushman,3.72,006440630X,9780064406307,eng,128,36039,1585,8/16/1996,HarperTrophy
The Midwife's Apprentice,"Cushman, Karen",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,15595,The Midwife's Apprentice,Karen Cushman,3.72,006440630X,9780064406307,eng,128,36039,1585,8/16/1996,HarperTrophy
The Dew Breaker,"Danticat, Edwidge",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,31116,The Dew Breaker,Edwidge Danticat,3.80,1400034299,9781400034291,eng,244,5891,584,3/8/2005,Vintage
The Farming of Bones,"Danticat, Edwidge",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,31115,The Farming of Bones,Edwidge Danticat,4.07,0140280499,9780140280494,eng,312,6757,612,9/1/1999,Penguin Books
Blink,"Dawn, Sasha",,,,,Iowa,Sioux Center Community School District,June 2024,Banned,Administration,2142,Blink,Ted Dekker,4.17,0849945119,9780849945113,eng,400,13334,502,10/11/2004,Thomas Nelson
Corelli's Mandolin,"De Bernières, Louis",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,3388,Corelli's Mandolin,Louis de Bernières,3.98,067976397X,9780679763970,eng,437,62954,1791,8/29/1995,Vintage
Corelli's Mandolin,"De Bernières, Louis",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration,3388,Corelli's Mandolin,Louis de Bernières,3.98,067976397X,9780679763970,eng,437,62954,1791,8/29/1995,Vintage
Moll Flanders,"Defoe, Daniel",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration,38264,Moll Flanders,Daniel Defoe/Virginia Woolf,3.52,0375760105,9780375760105,eng,335,387,54,6/11/2002,Modern Library
Dreamland,"Dessen, Sarah",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration,4325,Dreamland,Sarah Dessen,3.91,0142401757,9780142401750,eng,250,70043,3881,5/11/2004,Speak
This Lullaby,"Dessen, Sarah",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,22205,This Lullaby,Sarah Dessen,4.03,0142501557,9780142501559,eng,345,163599,4453,3/8/2004,Speak
This Lullaby,"Dessen, Sarah",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration,22205,This Lullaby,Sarah Dessen,4.03,0142501557,9780142501559,eng,345,163599,4453,3/8/2004,Speak
